state,year,total_budget_crore,health_allocation_crore,health_allocation_pct,education_allocation_crore,education_allocation_pct,agriculture_allocation_crore,agriculture_allocation_pct,infrastructure_allocation_crore,infrastructure_allocation_pct,rural_dev_allocation_crore,rural_dev_allocation_pct,defence_allocation_crore,defence_allocation_pct,social_welfare_allocation_crore,social_welfare_allocation_pct,water_allocation_crore,water_allocation_pct,energy_allocation_crore,energy_allocation_pct,urban_allocation_crore,urban_allocation_pct,admin_allocation_crore,admin_allocation_pct
Madhya Pradesh,2004,91514,9233.76,10.09,17781.17,19.43,6561.55,7.17,13736.25,15.01,6122.29,6.69,2992.51,3.27,8529.1,9.32,3440.93,3.76,7385.18,8.07,4969.21,5.43,10752.9,11.75
Madhya Pradesh,2005,87048,6920.32,7.95,16112.58,18.51,9166.15,10.53,14615.36,16.79,7085.71,8.14,1836.71,2.11,6807.15,7.82,2602.74,2.99,8226.04,9.45,6415.44,7.37,7259.8,8.34
Madhya Pradesh,2006,94991,8121.73,8.55,15445.54,16.26,13127.76,13.82,13574.21,14.29,8226.22,8.66,1595.85,1.68,9347.11,9.84,3989.62,4.2,7627.78,8.03,4654.56,4.9,9280.62,9.77
Madhya Pradesh,2007,109994,7413.6,6.74,15949.13,14.5,11549.37,10.5,13639.26,12.4,11538.37,10.49,4014.78,3.65,11824.35,10.75,5928.68,5.39,9360.49,8.51,6148.66,5.59,12627.31,11.48
Madhya Pradesh,2008,118793,10667.61,8.98,19897.83,16.75,15763.83,13.27,18745.54,15.78,9776.66,8.23,1865.05,1.57,10750.77,9.05,6343.55,5.34,7828.46,6.59,6426.7,5.41,10715.13,9.02
Madhya Pradesh,2009,128297,10648.65,8.3,19000.79,14.81,9943.02,7.75,22541.78,17.57,12239.53,9.54,5657.9,4.41,9019.28,7.03,6209.57,4.84,10084.14,7.86,9327.19,7.27,13612.31,10.61
Madhya Pradesh,2010,131899,8467.92,6.42,25126.76,19.05,12886.53,9.77,20193.74,15.31,10103.46,7.66,5698.04,4.32,12121.52,9.19,4115.25,3.12,7623.76,5.78,10828.91,8.21,14733.12,11.17
Madhya Pradesh,2011,139573,13189.65,9.45,28082.09,20.12,14306.23,10.25,18367.81,13.16,11584.56,8.3,4689.65,3.36,11040.22,7.91,8053.36,5.77,9072.25,6.5,7146.14,5.12,14068.96,10.08
Madhya Pradesh,2012,158509,16738.55,10.56,27358.65,17.26,20067.24,12.66,23601.99,14.89,11793.07,7.44,5706.32,3.6,8385.13,5.29,9145.97,5.77,12030.83,7.59,9447.14,5.96,14218.26,8.97
Madhya Pradesh,2013,166154,15120.01,9.1,34427.11,20.72,12278.78,7.39,30821.57,18.55,10534.16,6.34,2625.23,1.58,15900.94,9.57,8490.47,5.11,10866.47,6.54,9803.09,5.9,15286.17,9.2
Madhya Pradesh,2014,166759,18260.11,10.95,36453.52,21.86,22862.66,13.71,26447.98,15.86,10105.6,6.06,2901.61,1.74,9588.64,5.75,7254.02,4.35,11222.88,6.73,10722.6,6.43,10922.71,6.55
Madhya Pradesh,2015,203591,15819.02,7.77,37420.03,18.38,27403.35,13.46,25102.77,12.33,23372.25,11.48,5537.68,2.72,21438.13,10.53,7288.56,3.58,10484.94,5.15,7288.56,3.58,22435.73,11.02
Madhya Pradesh,2016,207193,15104.37,7.29,35554.32,17.16,20118.44,9.71,32881.53,15.87,13985.53,6.75,8246.28,3.98,21506.63,10.38,8184.12,3.95,19745.49,9.53,17134.86,8.27,14731.42,7.11
Madhya Pradesh,2017,237468,21015.92,8.85,40583.28,17.09,22820.67,9.61,32841.82,13.83,22986.9,9.68,8881.3,3.74,18926.2,7.97,7598.98,3.2,16480.28,6.94,19923.57,8.39,25385.33,10.69
Madhya Pradesh,2018,229339,29837.0,13.01,48574.0,21.18,17475.63,7.62,25204.36,10.99,14952.9,6.52,9288.23,4.05,18920.47,8.25,9746.91,4.25,23415.51,10.21,9815.71,4.28,22131.21,9.65
Madhya Pradesh,2019,261003,24221.08,9.28,56689.85,21.72,29884.84,11.45,36931.92,14.15,19105.42,7.32,8195.49,3.14,21872.05,8.38,10831.62,4.15,17539.4,6.72,12110.54,4.64,23620.77,9.05
Madhya Pradesh,2020,293389,34003.79,11.59,47147.61,16.07,30541.79,10.41,40517.02,13.81,27725.26,9.45,7540.1,2.57,31891.38,10.87,13261.18,4.52,24468.64,8.34,12381.02,4.22,23881.86,8.14
Madhya Pradesh,2021,323073,21968.96,6.8,62643.85,19.39,43453.32,13.45,57991.6,17.95,32468.84,10.05,8722.97,2.7,16024.42,4.96,17058.25,5.28,15895.19,4.92,17865.94,5.53,28979.65,8.97
Madhya Pradesh,2022,365693,26037.34,7.12,74455.09,20.36,48015.49,13.13,47613.23,13.02,23843.18,6.52,9215.46,2.52,35801.34,9.79,15468.81,4.23,27426.97,7.5,22124.43,6.05,35655.07,9.75
Madhya Pradesh,2023,355092,44386.5,12.5,77410.06,21.8,30537.91,8.6,36006.33,10.14,41794.33,11.77,14132.66,3.98,33201.1,9.35,16050.16,4.52,18500.29,5.21,21270.01,5.99,21802.65,6.14
Madhya Pradesh,2024,356106,44050.31,12.37,75921.8,21.32,39705.82,11.15,43587.37,12.24,22933.23,6.44,10683.18,3.0,35005.22,9.83,12000.77,3.37,19194.11,5.39,17449.19,4.9,35681.82,10.02
Maharashtra,1995,87750,5273.77,6.01,13197.6,15.04,10573.88,12.05,10661.62,12.15,8371.35,9.54,3957.53,4.51,6142.5,7.0,4747.27,5.41,6870.82,7.83,7177.95,8.18,10775.7,12.28
Maharashtra,1996,102141,6026.32,5.9,15106.65,14.79,15545.86,15.22,12440.77,12.18,10081.32,9.87,5362.4,5.25,10581.81,10.36,3656.65,3.58,7762.72,7.6,7476.72,7.32,8110.0,7.94
Maharashtra,1997,119410,9039.34,7.57,23619.3,19.78,15941.24,13.35,13839.62,11.59,9051.28,7.58,3403.18,2.85,8537.82,7.15,6567.55,5.5,10866.31,9.1,7952.71,6.66,10603.61,8.88
Maharashtra,1998,127735,10320.99,8.08,17908.45,14.02,17563.56,13.75,12811.82,10.03,15264.33,11.95,3717.09,2.91,11700.53,9.16,7740.74,6.06,10653.1,8.34,5007.21,3.92,15047.18,11.78
Maharashtra,1999,136627,14250.2,10.43,21655.38,15.85,18130.4,13.27,23581.82,17.26,10574.93,7.74,2855.5,2.09,7118.27,5.21,6284.84,4.6,8826.1,6.46,9659.53,7.07,13690.03,10.02
Maharashtra,2000,150422,14801.52,9.84,24308.2,16.16,15147.5,10.07,27828.07,18.5,12139.06,8.07,5430.23,3.61,15147.5,10.07,9266.0,6.16,8333.38,5.54,6979.58,4.64,11056.02,7.35
Maharashtra,2001,153173,10982.5,7.17,25579.89,16.7,12912.48,8.43,16665.22,10.88,11105.04,7.25,7765.87,5.07,14811.83,9.67,9175.06,5.99,15868.72,10.36,11288.85,7.37,17002.2,11.1
Maharashtra,2002,153730,15004.05,9.76,19800.42,12.88,16664.33,10.84,26410.81,17.18,13605.1,8.85,6779.49,4.41,14742.71,9.59,7102.33,4.62,8701.12,5.66,8470.52,5.51,16464.48,10.71
Maharashtra,2003,185880,20744.21,11.16,29034.46,15.62,18383.53,9.89,35056.97,18.86,20372.45,10.96,4535.47,2.44,11078.45,5.96,5111.7,2.75,16357.44,8.8,10427.87,5.61,14777.46,7.95
Maharashtra,2004,177362,20698.15,11.67,28182.82,15.89,18108.66,10.21,26746.19,15.08,21602.69,12.18,6349.56,3.58,10960.97,6.18,7803.93,4.4,10269.26,5.79,13603.67,7.67,13053.84,7.36
Maharashtra,2005,216810,24672.98,11.38,44164.2,20.37,15566.96,7.18,23350.44,10.77,21399.15,9.87,4769.82,2.2,16954.54,7.82,12770.11,5.89,12531.62,5.78,15133.34,6.98,25475.17,11.75
Maharashtra,2006,234155,15430.81,6.59,42382.06,18.1,29737.69,12.7,33062.69,14.12,19903.17,8.5,10021.83,4.28,16929.41,7.23,8687.15,3.71,19364.62,8.27,16063.03,6.86,22572.54,9.64
Maharashtra,2007,247977,13093.19,5.28,51678.41,20.84,30401.98,12.26,33625.68,13.56,22218.74,8.96,10787.0,4.35,16416.08,6.62,11481.34,4.63,15870.53,6.4,15672.15,6.32,26731.92,10.78
Maharashtra,2008,243950,22589.77,9.26,56596.4,23.2,17149.69,7.03,36031.42,14.77,27249.22,11.17,9074.94,3.72,15051.72,6.17,6537.86,2.68,17100.9,7.01,11612.02,4.76,24956.08,10.23
Maharashtra,2009,309286,32134.82,10.39,55578.69,17.97,22887.16,7.4,53475.55,17.29,35536.96,11.49,5814.58,1.88,20351.02,6.58,17041.66,5.51,26072.81,8.43,20320.09,6.57,20041.73,6.48
Maharashtra,2010,312379,24646.7,7.89,58883.44,18.85,42483.54,13.6,45419.91,14.54,39109.85,12.52,4342.07,1.39,16774.75,5.37,17087.13,5.47,16337.42,5.23,13588.49,4.35,33674.46,10.78
Maharashtra,2011,344050,29553.9,8.59,67640.23,19.66,46377.94,13.48,38327.17,11.14,32959.99,9.58,15723.08,4.57,17443.33,5.07,10080.67,2.93,27592.81,8.02,20367.76,5.92,37983.12,11.04
Maharashtra,2012,328284,38540.54,11.74,54790.6,16.69,28626.36,8.72,38704.68,11.79,30136.47,9.18,15593.49,4.75,28954.65,8.82,11555.6,3.52,29315.76,8.93,28888.99,8.8,23144.02,7.05
Maharashtra,2013,389612,40636.53,10.43,57818.42,14.84,48545.66,12.46,52091.12,13.37,41376.79,10.62,18039.04,4.63,33740.4,8.66,13558.5,3.48,36078.07,9.26,24194.91,6.21,23532.56,6.04
Maharashtra,2014,450236,48355.35,10.74,92523.5,20.55,49616.01,11.02,57900.35,12.86,30390.93,6.75,7699.04,1.71,32957.28,7.32,22196.63,4.93,33677.65,7.48,25753.5,5.72,49120.75,10.91
Maharashtra,2015,413543,28534.47,6.9,92261.44,22.31,48219.11,11.66,73776.07,17.84,26342.69,6.37,12778.48,3.09,20925.28,5.06,13192.02,3.19,22620.8,5.47,29113.43,7.04,45820.56,11.08
Maharashtra,2016,480983,53100.52,11.04,100669.74,20.93,57573.67,11.97,56371.21,11.72,47905.91,9.96,15006.67,3.12,35400.35,7.36,28089.41,5.84,37612.87,7.82,18421.65,3.83,30782.91,6.4
Maharashtra,2017,530063,65992.84,12.45,107973.83,20.37,70233.35,13.25,72194.58,13.62,33605.99,6.34,11449.36,2.16,30743.65,5.8,24064.86,4.54,29365.49,5.54,29789.54,5.62,54596.49,10.3
Maharashtra,2018,578192,43884.77,7.59,121535.96,21.02,67532.83,11.68,71695.81,12.4,41918.92,7.25,23821.51,4.12,52152.92,9.02,34460.24,5.96,41398.55,7.16,26018.64,4.5,53771.86,9.3
Maharashtra,2019,562621,58512.58,10.4,93676.4,16.65,55868.27,9.93,74153.45,13.18,62732.24,11.15,22786.15,4.05,29312.55,5.21,29312.55,5.21,53505.26,9.51,25711.78,4.57,57049.77,10.14
Maharashtra,2020,667726,47608.86,7.13,150305.12,22.51,82063.53,12.29,104031.71,15.58,54152.58,8.11,13087.43,1.96,60228.89,9.02,24305.23,3.64,58158.93,8.71,35122.39,5.26,38728.11,5.8
Maharashtra,2021,757202,93514.45,12.35,138643.69,18.31,63377.81,8.37,114110.34,15.07,71934.19,9.5,35588.49,4.7,45735.0,6.04,46340.76,6.12,56411.55,7.45,44069.16,5.82,47476.57,6.27
Maharashtra,2022,809989,89098.79,11.0,200391.28,24.74,67229.09,8.3,94444.72,11.66,88531.8,10.93,12311.83,1.52,49004.33,6.05,47627.35,5.88,60992.17,7.53,38555.48,4.76,61883.16,7.64
Maharashtra,2023,908434,84666.05,9.32,178234.75,19.62,95203.88,10.48,129633.53,14.27,58866.52,6.48,39335.19,4.33,83303.4,9.17,22710.85,2.5,74764.12,8.23,49873.03,5.49,91933.52,10.12
Maharashtra,2024,926603,106096.04,11.45,150758.31,16.27,111470.34,12.03,153074.82,16.52,68661.28,7.41,21867.83,2.36,76074.11,8.21,51611.79,5.57,70236.51,7.58,39658.61,4.28,77186.03,8.33
Manipur,1995,4725,535.82,11.34,620.87,13.14,498.96,10.56,851.45,18.02,311.38,6.59,155.93,3.3,385.09,8.15,264.13,5.59,438.95,9.29,289.64,6.13,373.27,7.9
Manipur,1996,5727,300.67,5.25,1162.58,20.3,851.6,14.87,662.61,11.57,473.62,8.27,214.76,3.75,325.29,5.68,251.42,4.39,381.42,6.66,424.94,7.42,676.93,11.82
Manipur,1997,6430,333.72,5.19,1087.31,16.91,823.04,12.8,1186.34,18.45,556.2,8.65,266.85,4.15,462.96,7.2,268.13,4.17,516.97,8.04,509.9,7.93,418.59,6.51
Manipur,1998,7143,528.58,7.4,947.16,13.26,726.44,10.17,925.02,12.95,885.73,12.4,239.29,3.35,725.73,10.16,397.15,5.56,392.87,5.5,593.58,8.31,782.16,10.95
Manipur,1999,6500,720.2,11.08,1257.75,19.35,904.8,13.92,716.95,11.03,550.55,8.47,230.75,3.55,469.95,7.23,204.1,3.14,503.1,7.74,263.9,4.06,679.9,10.46
Manipur,2000,7251,827.34,11.41,1097.8,15.14,522.8,7.21,1068.07,14.73,875.92,12.08,247.26,3.41,794.71,10.96,237.83,3.28,630.11,8.69,352.4,4.86,596.76,8.23
Manipur,2001,7915,831.87,10.51,1351.88,17.08,587.29,7.42,1161.92,14.68,802.58,10.14,278.61,3.52,497.85,6.29,446.41,5.64,725.01,9.16,554.05,7.0,678.32,8.57
Manipur,2002,9178,839.79,9.15,1800.72,19.62,1071.99,11.68,1561.18,17.01,536.0,5.84,369.87,4.03,632.36,6.89,224.86,2.45,762.69,8.31,417.6,4.55,961.85,10.48
Manipur,2003,8940,627.59,7.02,1736.15,19.42,919.93,10.29,1629.76,18.23,826.06,9.24,312.9,3.5,594.51,6.65,533.72,5.97,670.5,7.5,383.53,4.29,705.37,7.89
Manipur,2004,10390,1013.02,9.75,1688.38,16.25,718.99,6.92,1978.26,19.04,813.54,7.83,507.03,4.88,953.8,9.18,428.07,4.12,709.64,6.83,737.69,7.1,840.55,8.09
Manipur,2005,11561,1127.2,9.75,2435.9,21.07,1148.01,9.93,1474.03,12.75,800.02,6.92,476.31,4.12,686.72,5.94,393.07,3.4,839.33,7.26,972.28,8.41,1208.12,10.45
Manipur,2006,11139,840.99,7.55,1888.06,16.95,818.72,7.35,2046.23,18.37,1138.41,10.22,247.29,2.22,1179.62,10.59,601.51,5.4,900.03,8.08,754.11,6.77,722.92,6.49
Manipur,2007,12559,904.25,7.2,2466.59,19.64,1106.45,8.81,1893.9,15.08,1112.73,8.86,504.87,4.02,783.68,6.24,553.85,4.41,1011.0,8.05,843.96,6.72,1378.98,10.98
Manipur,2008,13279,1025.14,7.72,2995.74,22.56,1302.67,9.81,1995.83,15.03,953.43,7.18,394.39,2.97,930.86,7.01,334.63,2.52,1156.6,8.71,1147.31,8.64,1042.4,7.85
Manipur,2009,16037,1286.17,8.02,2368.66,14.77,2112.07,13.17,2881.85,17.97,1430.5,8.92,261.4,1.63,1242.87,7.75,857.98,5.35,1048.82,6.54,1047.22,6.53,1497.86,9.34
Manipur,2010,17986,1311.18,7.29,3649.36,20.29,1723.06,9.58,2697.9,15.0,2214.08,12.31,562.96,3.13,1073.76,5.97,521.59,2.9,1580.97,8.79,1282.4,7.13,1363.34,7.58
Manipur,2011,19605,1591.93,8.12,2825.08,14.41,2256.54,11.51,2974.08,15.17,2150.67,10.97,323.48,1.65,1687.99,8.61,664.61,3.39,1356.67,6.92,1393.92,7.11,2378.09,12.13
Manipur,2012,20979,1768.53,8.43,3195.1,15.23,2916.08,13.9,2909.79,13.87,1820.98,8.68,490.91,2.34,1529.37,7.29,1309.09,6.24,1990.91,9.49,889.51,4.24,2158.74,10.29
Manipur,2013,20769,2357.28,11.35,4143.42,19.95,1678.14,8.08,3453.88,16.63,2355.2,11.34,542.07,2.61,2027.05,9.76,579.46,2.79,1518.21,7.31,797.53,3.84,1314.68,6.33
Manipur,2014,22431,2341.8,10.44,4750.89,21.18,1377.26,6.14,3952.34,17.62,2213.94,9.87,320.76,1.43,1525.31,6.8,1195.57,5.33,1426.61,6.36,1316.7,5.87,2012.06,8.97
Manipur,2015,25694,1981.01,7.71,4357.7,16.96,2674.75,10.41,4334.58,16.87,1816.57,7.07,1212.76,4.72,2849.46,11.09,1014.91,3.95,2176.28,8.47,1690.67,6.58,1580.18,6.15
Manipur,2016,23785,1781.5,7.49,5239.84,22.03,3037.34,12.77,3301.36,13.88,2316.66,9.74,1029.89,4.33,1705.38,7.17,975.18,4.1,1890.91,7.95,1115.52,4.69,1391.42,5.85
Manipur,2017,27400,3296.22,12.03,3805.86,13.89,3342.8,12.2,4140.14,15.11,2561.9,9.35,1180.94,4.31,2337.22,8.53,1123.4,4.1,2219.4,8.1,1139.84,4.16,2257.76,8.24
Manipur,2018,31442,3949.12,12.56,5244.53,16.68,2279.55,7.25,4445.9,14.14,3955.4,12.58,594.25,1.89,2031.15,6.46,1188.51,3.78,2392.74,7.61,2801.48,8.91,2565.67,8.16
Manipur,2019,31960,2806.09,8.78,6686.03,20.92,3074.55,9.62,5052.88,15.81,2115.75,6.62,457.03,1.43,2774.13,8.68,1297.58,4.06,2678.25,8.38,2256.38,7.06,2754.95,8.62
Manipur,2020,34516,3620.73,10.49,6992.94,20.26,2364.35,6.85,5274.04,15.28,3807.11,11.03,434.9,1.26,2750.93,7.97,1301.25,3.77,2478.25,7.18,1818.99,5.27,3672.5,10.64
Manipur,2021,35724,2729.31,7.64,5876.6,16.45,2840.06,7.95,6826.86,19.11,3629.56,10.16,1568.28,4.39,2979.38,8.34,1618.3,4.53,2786.47,7.8,2711.45,7.59,2154.16,6.03
Manipur,2022,41518,2744.34,6.61,8573.47,20.65,5488.68,13.22,5671.36,13.66,3142.91,7.57,1000.58,2.41,3873.63,9.33,2237.82,5.39,3059.88,7.37,2897.96,6.98,2827.38,6.81
Manipur,2023,47104,3367.94,7.15,10899.87,23.14,3989.71,8.47,9034.55,19.18,3471.56,7.37,1022.16,2.17,2816.82,5.98,1455.51,3.09,2623.69,5.57,3504.54,7.44,4917.66,10.44
Manipur,2024,45002,5598.25,12.44,10521.47,23.38,3186.14,7.08,5323.74,11.83,5391.24,11.98,1525.57,3.39,2583.11,5.74,1417.56,3.15,3010.63,6.69,1957.59,4.35,4486.7,9.97
Meghalaya,1995,3150,292.63,9.29,641.97,20.38,238.14,7.56,562.28,17.85,218.93,6.95,75.92,2.41,164.43,5.22,167.9,5.33,287.28,9.12,251.37,7.98,249.16,7.91
Meghalaya,1996,3013,263.03,8.73,637.85,21.17,268.76,8.92,504.38,16.74,220.85,7.33,109.67,3.64,163.61,5.43,106.36,3.53,191.63,6.36,166.02,5.51,380.84,12.64
Meghalaya,1997,3534,408.88,11.57,496.17,14.04,296.15,8.38,548.12,15.51,389.09,11.01,95.77,2.71,316.65,8.96,151.26,4.28,356.93,10.1,169.63,4.8,305.69,8.65
Meghalaya,1998,3704,268.91,7.26,616.35,16.64,298.17,8.05,817.47,22.07,289.28,7.81,68.52,1.85,241.13,6.51,220.76,5.96,351.14,9.48,269.28,7.27,262.98,7.1
Meghalaya,1999,3959,251.79,6.36,656.4,16.58,484.19,12.23,552.68,13.96,520.21,13.14,122.73,3.1,356.31,9.0,151.23,3.82,390.75,9.87,197.95,5.0,275.15,6.95
Meghalaya,2000,4717,399.53,8.47,944.82,20.03,377.36,8.0,963.68,20.43,449.53,9.53,79.72,1.69,373.11,7.91,239.62,5.08,261.32,5.54,215.1,4.56,412.74,8.75
Meghalaya,2001,4856,271.45,5.59,999.36,20.58,668.67,13.77,481.23,9.91,557.95,11.49,114.12,2.35,393.34,8.1,280.68,5.78,253.48,5.22,358.37,7.38,477.34,9.83
Meghalaya,2002,4936,479.78,9.72,908.72,18.41,418.57,8.48,867.26,17.57,497.55,10.08,133.27,2.7,386.49,7.83,230.51,4.67,340.09,6.89,299.12,6.06,374.15,7.58
Meghalaya,2003,5830,397.02,6.81,996.93,17.1,681.53,11.69,1047.07,17.96,455.32,7.81,104.36,1.79,342.22,5.87,176.65,3.03,539.27,9.25,553.85,9.5,535.78,9.19
Meghalaya,2004,6237,432.22,6.93,1279.83,20.52,470.27,7.54,714.14,11.45,726.61,11.65,273.8,4.39,660.5,10.59,216.42,3.47,551.35,8.84,411.64,6.6,500.83,8.03
Meghalaya,2005,6282,703.58,11.2,1189.18,18.93,933.51,14.86,659.61,10.5,571.66,9.1,299.02,4.76,473.66,7.54,234.95,3.74,440.37,7.01,386.97,6.16,388.86,6.19
Meghalaya,2006,7065,765.14,10.83,1121.22,15.87,859.1,12.16,1031.49,14.6,490.31,6.94,272.0,3.85,556.72,7.88,201.35,2.85,579.33,8.2,487.49,6.9,700.14,9.91
Meghalaya,2007,7630,644.73,8.45,1610.69,21.11,789.71,10.35,1028.52,13.48,690.51,9.05,360.9,4.73,653.89,8.57,283.07,3.71,730.95,9.58,395.23,5.18,441.78,5.79
Meghalaya,2008,7425,846.45,11.4,1288.24,17.35,977.13,13.16,787.79,10.61,906.59,12.21,193.79,2.61,430.65,5.8,291.8,3.93,520.49,7.01,422.48,5.69,759.58,10.23
Meghalaya,2009,8371,845.47,10.1,1644.9,19.65,1211.28,14.47,907.42,10.84,694.79,8.3,214.3,2.56,436.97,5.22,317.26,3.79,621.97,7.43,687.26,8.21,790.22,9.44
Meghalaya,2010,10278,743.1,7.23,1994.96,19.41,1115.16,10.85,1942.54,18.9,841.77,8.19,265.17,2.58,838.68,8.16,540.62,5.26,537.54,5.23,696.85,6.78,761.6,7.41
Meghalaya,2011,10278,1066.86,10.38,1672.23,16.27,1150.11,11.19,1349.5,13.13,888.02,8.64,308.34,3.0,1019.58,9.92,539.6,5.25,910.63,8.86,636.21,6.19,736.93,7.17
Meghalaya,2012,10101,1269.7,12.57,1817.17,17.99,849.49,8.41,1800.0,17.82,705.05,6.98,455.56,4.51,576.77,5.71,388.89,3.85,551.51,5.46,801.01,7.93,886.87,8.78
Meghalaya,2013,11269,1190.01,10.56,2158.01,19.15,952.23,8.45,1933.76,17.16,958.99,8.51,350.47,3.11,669.38,5.94,430.48,3.82,871.09,7.73,644.59,5.72,1108.87,9.84
Meghalaya,2014,12170,707.08,5.81,2326.9,19.12,1549.24,12.73,1769.52,14.54,850.68,6.99,546.43,4.49,1081.91,8.89,477.06,3.92,1088.0,8.94,720.46,5.92,1052.7,8.65
Meghalaya,2015,14682,1362.49,9.28,2951.08,20.1,1783.86,12.15,2313.88,15.76,1296.42,8.83,273.09,1.86,902.94,6.15,770.8,5.25,988.1,6.73,900.01,6.13,1137.86,7.75
Meghalaya,2016,16159,1163.45,7.2,2747.03,17.0,1709.62,10.58,3160.7,19.56,1783.95,11.04,382.97,2.37,1518.95,9.4,698.07,4.32,964.69,5.97,816.03,5.05,1213.54,7.51
Meghalaya,2017,17451,1694.49,9.71,3558.26,20.39,1837.59,10.53,3010.3,17.25,1184.92,6.79,338.55,1.94,1068.0,6.12,635.22,3.64,1645.63,9.43,1286.14,7.37,1191.9,6.83
Meghalaya,2018,18847,2237.14,11.87,3375.5,17.91,1153.44,6.12,3339.69,17.72,1215.63,6.45,627.61,3.33,1871.51,9.93,1055.43,5.6,1262.75,6.7,998.89,5.3,1705.65,9.05
Meghalaya,2019,17502,2031.98,11.61,3481.15,19.89,1225.14,7.0,1823.71,10.42,1776.45,10.15,778.84,4.45,1354.65,7.74,920.61,5.26,1597.93,9.13,1379.16,7.88,1134.13,6.48
Meghalaya,2020,22189,1908.25,8.6,3623.46,16.33,3155.28,14.22,3148.62,14.19,2347.6,10.58,643.48,2.9,2294.34,10.34,803.24,3.62,1686.36,7.6,1060.63,4.78,1519.95,6.85
Meghalaya,2021,24186,2169.48,8.97,3855.25,15.94,2638.69,10.91,3446.51,14.25,1985.67,8.21,1112.56,4.6,1613.21,6.67,945.67,3.91,1946.97,8.05,1980.83,8.19,2491.16,10.3
Meghalaya,2022,26121,2087.07,7.99,4976.05,19.05,3131.91,11.99,2379.62,9.11,2862.86,10.96,822.81,3.15,2392.68,9.16,1162.38,4.45,2259.47,8.65,1676.97,6.42,2369.17,9.07
Meghalaya,2023,24587,2325.93,9.46,3953.59,16.08,3336.46,13.57,3105.34,12.63,2581.64,10.5,390.93,1.59,2372.65,9.65,1303.11,5.3,1580.94,6.43,1893.2,7.7,1743.22,7.09
Meghalaya,2024,30747,2539.7,8.26,4593.6,14.94,4061.68,13.21,3729.61,12.13,2284.5,7.43,1383.62,4.5,3237.66,10.53,1466.63,4.77,2837.95,9.23,2290.65,7.45,2324.47,7.56
Mizoram,1995,2048,183.09,8.94,364.75,17.81,254.57,12.43,258.87,12.64,155.24,7.58,77.41,3.78,166.91,8.15,101.79,4.97,160.15,7.82,138.44,6.76,186.78,9.12
Mizoram,1996,2430,176.18,7.25,451.01,18.56,324.16,13.34,421.61,17.35,220.4,9.07,32.8,1.35,129.28,5.32,118.83,4.89,197.8,8.14,186.87,7.69,171.31,7.05
Mizoram,1997,2572,230.97,8.98,402.26,15.64,177.98,6.92,295.27,11.48,241.77,9.4,124.74,4.85,260.03,10.11,136.83,5.32,235.6,9.16,183.13,7.12,283.95,11.04
Mizoram,1998,2721,210.61,7.74,516.17,18.97,219.58,8.07,434.54,15.97,293.87,10.8,109.38,4.02,160.54,5.9,104.21,3.83,152.38,5.6,209.52,7.7,309.92,11.39
Mizoram,1999,3306,199.02,6.02,664.84,20.11,428.46,12.96,492.59,14.9,303.82,9.19,139.18,4.21,331.59,10.03,96.87,2.93,254.56,7.7,137.53,4.16,257.54,7.79
Mizoram,2000,3273,237.95,7.27,470.0,14.36,325.01,9.93,668.35,20.42,239.91,7.33,135.5,4.14,265.11,8.1,204.24,6.24,249.08,7.61,244.17,7.46,233.36,7.13
Mizoram,2001,3713,230.58,6.21,755.97,20.36,460.04,12.39,452.61,12.19,328.23,8.84,61.26,1.65,363.87,9.8,167.09,4.5,350.88,9.45,181.57,4.89,360.9,9.72
Mizoram,2002,3779,339.73,8.99,612.58,16.21,373.74,9.89,536.62,14.2,430.05,11.38,197.64,5.23,311.01,8.23,215.4,5.7,309.88,8.2,161.74,4.28,290.23,7.68
Mizoram,2003,3998,378.61,9.47,764.42,19.12,480.56,12.02,657.67,16.45,417.79,10.45,85.16,2.13,215.49,5.39,104.75,2.62,256.27,6.41,189.51,4.74,447.38,11.19
Mizoram,2004,4948,519.54,10.5,1032.65,20.87,522.01,10.55,794.15,16.05,296.88,6.0,99.95,2.02,403.26,8.15,165.26,3.34,316.67,6.4,254.33,5.14,543.29,10.98
Mizoram,2005,4906,472.45,9.63,802.62,16.36,544.57,11.1,985.12,20.08,599.02,12.21,89.29,1.82,356.67,7.27,229.11,4.67,291.42,5.94,221.26,4.51,313.98,6.4
Mizoram,2006,4879,474.73,9.73,917.74,18.81,544.98,11.17,820.65,16.82,341.53,7.0,193.21,3.96,376.17,7.71,227.85,4.67,269.32,5.52,226.39,4.64,486.44,9.97
Mizoram,2007,5439,654.31,12.03,1142.19,21.0,414.45,7.62,1013.29,18.63,566.74,10.42,231.7,4.26,292.07,5.37,167.52,3.08,336.13,6.18,214.84,3.95,406.29,7.47
Mizoram,2008,6364,516.76,8.12,1407.08,22.11,868.69,13.65,630.04,9.9,512.94,8.06,236.74,3.72,486.21,7.64,262.83,4.13,558.12,8.77,489.39,7.69,395.2,6.21
Mizoram,2009,6080,682.18,11.22,916.86,15.08,466.34,7.67,910.78,14.98,479.71,7.89,277.25,4.56,522.88,8.6,282.72,4.65,595.23,9.79,384.86,6.33,560.58,9.22
Mizoram,2010,6995,409.91,5.86,1350.73,19.31,778.54,11.13,1207.34,17.26,409.91,5.86,242.73,3.47,591.78,8.46,253.92,3.63,508.54,7.27,543.51,7.77,698.1,9.98
